Timestamp,IP Address,Username,Login Status,Country,Event Type,Device,Severity,Recent_Failures,Hour,Is_Unusual_Time,Is_Brute_Force,Is_Port_Scan_Attack,Threat_Description,Is_Anomaly
2026-05-19 17:36:37,45.79.117.116,user1,Success,United States,Login,iOS,Low,0,17,0,0,0,Normal event,0
2026-05-19 17:40:51,112.98.79.253,user1,Success,China,Login,iOS,Low,0,17,0,0,0,Normal event,0
2026-05-19 17:45:05,195.138.88.153,asmith,Success,Ukraine,Data Export,Linux,Medium,0,17,0,0,0,Data Export by 'asmith',0
2026-05-19 17:49:52,82.165.1.98,root,Success,United Kingdom,Login,Android,Low,0,17,0,0,0,Normal event,0
2026-05-19 17:49:56,192.168.1.139,guest,Success,United States,Login,Linux,Low,0,17,0,0,0,Normal event,0
2026-05-19 17:55:54,177.85.129.91,clark,Success,Brazil,Data Export,Windows,Medium,0,17,0,0,0,Data Export by 'clark',0
2026-05-19 18:08:30,177.85.235.54,user2,Success,Brazil,Data Export,Android,Medium,0,18,0,0,0,Data Export by 'user2',0
2026-05-19 18:14:03,45.79.29.32,guest,Success,United States,Login,Windows,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:17:02,193.176.84.75,jdoe,Success,Germany,File Access,Android,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:17:35,45.79.17.181,user1,Success,United States,Login,Linux,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:25:47,193.176.179.218,user1,Success,Germany,File Access,Android,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:28:15,223.224.248.57,asmith,Success,India,File Access,iOS,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:50:17,193.176.188.203,asmith,Success,Germany,File Access,MacOS,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:53:03,80.128.184.165,guest,Success,Germany,Login,iOS,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:58:20,82.165.98.72,db_admin,Success,United Kingdom,Login,iOS,Low,0,18,0,0,0,Normal event,0
2026-05-19 18:59:16,80.128.229.20,db_admin,Failed,Germany,Login,Linux,Low,1,18,0,0,0,Normal event,0
2026-05-19 18:59:57,220.181.131.184,user1,Success,China,Login,Linux,Low,0,18,0,0,0,Normal event,0
2026-05-19 19:02:42,10.0.0.119,admin,Success,United States,Privilege Escalation,iOS,High,0,19,0,0,0,Critical: Successful Privilege Escalation by user 'admin',0
2026-05-19 19:02:45,193.176.38.146,clark,Success,Germany,Login,Linux,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:02:47,115.112.163.158,admin,Success,India,File Access,Linux,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:03:18,115.112.22.155,db_admin,Success,India,File Access,iOS,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:14:32,112.98.196.137,db_admin,Success,China,File Access,MacOS,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:20:37,80.128.69.106,db_admin,Success,Germany,Login,Windows,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:22:28,10.0.0.89,clark,Success,United States,Login,Android,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:23:51,80.128.131.27,user2,Success,Germany,Login,Android,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:26:27,192.168.1.12,jdoe,Success,United States,Login,Linux,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:29:34,193.176.60.8,jdoe,Success,Germany,File Access,iOS,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:36:52,58.20.55.2,root,Success,China,File Access,Windows,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:40:39,112.98.142.174,user1,Success,China,File Access,iOS,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:41:47,177.85.182.96,user1,Success,Brazil,File Access,iOS,Low,0,19,0,0,0,Normal event,0
2026-05-19 19:43:27,82.165.237.200,clark,Success,United Kingdom,Port Scan,iOS,Medium,0,19,0,0,0,Suspicious: Port scan activity detected,0
2026-05-19 19:43:41,82.142.89.17,admin,Success,Russia,Data Export,Windows,Medium,0,19,0,0,0,Data Export by 'admin',0
2026-05-19 19:44:13,10.0.0.192,clark,Success,United States,File Access,iOS,Low,0,19,0,0,0,Normal event,0
2026-05-19 20:12:57,46.112.237.79,user2,Success,Germany,File Access,Windows,Low,0,20,0,0,0,Normal event,0
2026-05-19 20:13:08,193.176.199.200,user2,Success,Germany,Login,iOS,Low,0,20,0,0,0,Normal event,0
2026-05-19 20:25:56,223.224.134.219,user2,Success,India,File Access,Android,Low,0,20,0,0,0,Normal event,0
2026-05-19 20:32:30,46.112.146.9,db_admin,Success,Germany,Login,Linux,Low,0,20,0,0,0,Normal event,0
2026-05-19 20:38:03,10.0.0.168,bjones,Success,United States,File Access,Linux,Low,0,20,0,0,0,Normal event,0
2026-05-19 20:43:36,223.224.6.227,asmith,Success,India,Login,Android,Low,0,20,0,0,0,Normal event,0
2026-05-19 20:56:10,193.176.198.224,clark,Success,Germany,Login,MacOS,Low,0,20,0,0,0,Normal event,0
2026-05-19 21:00:39,45.79.41.177,clark,Success,United States,Login,Linux,Low,0,21,0,0,0,Normal event,0
2026-05-19 21:59:56,177.85.105.119,bjones,Success,Brazil,File Access,MacOS,Low,0,21,0,0,0,Normal event,0
2026-05-19 22:20:11,46.112.152.61,bjones,Success,Germany,File Access,Windows,Low,0,22,0,0,0,Normal event,0
2026-05-19 22:44:38,103.21.119.178,asmith,Success,India,Login,Android,Low,0,22,0,0,0,Normal event,0
2026-05-19 23:50:23,192.168.1.207,user1,Success,United States,File Access,Android,Medium,0,23,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 00:08:12,223.224.21.19,bjones,Success,India,Login,Linux,Medium,0,0,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 01:02:25,104.244.127.91,user2,Success,United States,Login,MacOS,Medium,0,1,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 01:04:32,204.101.156.161,asmith,Success,Canada,File Access,MacOS,Medium,0,1,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 01:41:54,10.0.0.20,jdoe,Success,United States,File Access,Linux,Medium,0,1,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 02:23:30,10.0.0.20,bjones,Success,United States,File Access,Linux,Medium,0,2,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 02:26:02,193.176.161.207,bjones,Success,Germany,File Access,Android,Medium,0,2,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 02:44:18,198.50.103.20,clark,Success,Canada,Login,MacOS,Low,0,2,1,0,0,Normal event,0
2026-05-20 02:46:22,80.128.42.23,user1,Success,Germany,File Access,Android,Medium,0,2,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 03:15:15,10.0.0.150,asmith,Success,United States,File Access,Windows,Medium,0,3,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 03:33:35,10.0.0.92,user1,Success,United States,Login,Windows,Medium,0,3,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 03:34:13,188.120.193.6,asmith,Success,United Kingdom,Data Export,MacOS,High,0,3,1,0,0,Critical: Bulk Data Export at unusual hour (3:00) by 'asmith',1
2026-05-20 04:01:30,46.112.76.8,asmith,Success,Germany,Login,Linux,Low,0,4,1,0,0,Normal event,0
2026-05-20 04:01:41,46.112.197.208,asmith,Success,Germany,File Access,Linux,Low,0,4,1,0,0,Normal event,0
2026-05-20 04:03:33,103.21.128.104,jdoe,Success,India,File Access,Windows,Low,0,4,1,0,0,Normal event,0
2026-05-20 04:20:25,95.108.160.69,user2,Success,Russia,File Access,Android,Medium,0,4,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 04:29:16,104.244.87.213,guest,Success,United States,File Access,Windows,Medium,0,4,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 04:34:05,104.244.7.155,user1,Success,United States,File Access,iOS,Medium,0,4,1,0,0,Normal event | ML flagged anomaly,1
2026-05-20 04:58:00,193.176.61.29,user2,Success,Germany,File Access,MacOS,Low,0,4,1,0,0,Normal event,0
2026-05-20 05:06:30,192.168.1.102,db_admin,Success,United States,File Access,iOS,Low,0,5,0,0,0,Normal event,0
2026-05-20 05:13:18,10.0.0.226,db_admin,Success,United States,File Access,Linux,Low,0,5,0,0,0,Normal event,0
2026-05-20 06:27:29,80.128.141.23,root,Success,Germany,Data Export,Windows,Medium,0,6,0,0,0,Data Export by 'root',0
2026-05-20 06:30:48,112.98.211.236,admin,Success,China,Data Export,Linux,Medium,0,6,0,0,0,Data Export by 'admin',0
2026-05-20 06:35:48,103.21.103.177,bjones,Success,India,Login,Android,Low,0,6,0,0,0,Normal event,0
2026-05-20 06:36:29,223.224.130.185,jdoe,Success,India,File Access,Linux,Low,0,6,0,0,0,Normal event,0
2026-05-20 06:38:09,104.244.129.227,jdoe,Success,United States,File Access,Linux,Low,0,6,0,0,0,Normal event,0
2026-05-20 06:43:46,192.168.1.130,jdoe,Success,United States,File Access,Linux,Low,0,6,0,0,0,Normal event,0
2026-05-20 06:50:41,58.20.203.108,db_admin,Success,China,File Access,iOS,Low,0,6,0,0,0,Normal event,0
2026-05-20 06:54:07,188.120.139.254,clark,Success,United Kingdom,Login,MacOS,Low,0,6,0,0,0,Normal event,0
2026-05-20 06:55:29,192.168.1.170,clark,Success,United States,Login,Windows,Low,0,6,0,0,0,Normal event,0
2026-05-20 07:00:57,45.79.132.122,user1,Success,United States,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:01:25,177.85.151.220,root,Success,Brazil,File Access,Linux,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:03:02,46.112.127.87,jdoe,Success,Germany,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:04:02,46.112.74.243,db_admin,Success,Germany,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:06:17,82.165.84.186,user2,Success,United Kingdom,Login,Android,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:08:11,188.120.74.220,asmith,Success,United Kingdom,Login,Android,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:10:23,104.244.164.139,jdoe,Success,United States,File Access,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:12:25,188.120.15.149,bjones,Success,United Kingdom,Login,Android,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:16:30,223.224.158.168,asmith,Success,India,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:16:43,46.112.230.57,admin,Success,Germany,Login,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:16:50,115.112.7.41,bjones,Success,India,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:18:21,103.21.67.226,clark,Success,India,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:18:36,192.168.1.185,user2,Success,United States,File Access,Android,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:19:26,80.128.139.76,asmith,Success,Germany,Login,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:27:09,82.165.71.205,root,Success,United Kingdom,Login,Linux,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:27:55,80.128.74.237,jdoe,Success,Germany,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:30:40,198.50.162.63,admin,Success,Canada,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:32:24,223.224.70.172,root,Success,India,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:32:36,188.120.12.96,clark,Success,United Kingdom,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:32:55,10.0.0.66,bjones,Success,United States,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:36:06,45.79.227.96,asmith,Success,United States,File Access,Linux,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:39:32,115.112.57.189,clark,Success,India,File Access,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:40:09,103.21.138.55,user1,Success,India,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:42:51,115.112.134.44,asmith,Success,India,File Access,Android,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:44:59,46.112.128.85,asmith,Success,Germany,Login,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:45:20,188.120.61.228,guest,Success,United Kingdom,Login,iOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:47:42,188.120.104.40,user2,Success,United Kingdom,Login,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:49:57,104.244.85.168,asmith,Success,United States,Data Export,Linux,Medium,0,7,0,0,0,Data Export by 'asmith',0
2026-05-20 07:56:48,192.168.1.136,root,Success,United States,File Access,Linux,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:57:14,223.224.247.214,db_admin,Success,India,File Access,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:58:40,45.79.173.225,db_admin,Success,United States,File Access,MacOS,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:58:44,45.79.248.121,user2,Success,United States,File Access,Windows,Low,0,7,0,0,0,Normal event,0
2026-05-20 07:59:24,103.21.65.251,root,Success,India,Port Scan,Windows,Medium,0,7,0,0,0,Suspicious: Port scan activity detected,0
2026-05-20 08:00:34,223.224.122.228,clark,Success,India,File Access,MacOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:02:21,45.79.68.99,user1,Success,United States,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:03:20,192.168.1.197,user1,Failed,United States,Login,Linux,Low,1,8,0,0,0,Normal event,0
2026-05-20 08:03:36,45.79.114.120,user2,Success,United States,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:04:23,58.20.51.64,root,Success,China,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:04:49,95.108.112.159,clark,Success,Russia,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:04:52,80.128.231.63,guest,Success,Germany,File Access,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:07:50,104.244.34.57,guest,Success,United States,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:09:54,200.140.88.88,jdoe,Success,Brazil,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:09:58,58.20.58.15,db_admin,Success,China,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:11:57,177.85.46.30,db_admin,Success,Brazil,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:13:18,115.112.125.153,root,Success,India,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:13:36,101.160.110.73,root,Success,Australia,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:15:21,188.120.22.55,guest,Success,United Kingdom,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:16:53,82.165.236.210,root,Success,United Kingdom,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:18:11,80.128.118.45,clark,Success,Germany,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:18:53,104.244.184.157,clark,Success,United States,Login,MacOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:19:09,45.79.83.123,jdoe,Success,United States,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:21:02,104.244.193.254,db_admin,Success,United States,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:22:19,192.168.1.225,db_admin,Success,United States,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:23:01,220.181.59.239,user1,Success,China,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:25:19,95.108.221.181,db_admin,Success,Russia,File Access,MacOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:26:48,58.20.168.84,user1,Success,China,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:30:57,112.98.203.234,db_admin,Success,China,File Access,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:34:19,46.112.110.49,asmith,Success,Germany,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:34:51,193.176.69.80,user1,Success,Germany,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:35:47,103.21.86.99,db_admin,Success,India,Login,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:36:18,103.21.124.208,asmith,Success,India,File Access,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:39:37,220.181.223.62,admin,Success,China,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:40:59,80.128.138.111,admin,Success,Germany,File Access,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:42:22,10.0.0.175,user2,Success,United States,File Access,MacOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:45:26,220.181.158.44,user1,Failed,China,Login,Windows,Low,1,8,0,0,0,Normal event,0
2026-05-20 08:47:13,80.128.204.217,admin,Success,Germany,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:47:14,82.165.92.199,admin,Success,United Kingdom,Login,Linux,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:50:31,223.224.161.104,root,Success,India,Data Export,Android,Medium,0,8,0,0,0,Data Export by 'root',0
2026-05-20 08:53:15,188.120.165.19,db_admin,Success,United Kingdom,File Access,iOS,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:53:58,45.79.174.246,clark,Success,United States,Login,Windows,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:54:40,192.168.1.64,db_admin,Success,United States,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:55:10,101.160.128.114,jdoe,Success,Australia,Login,Android,Low,0,8,0,0,0,Normal event,0
2026-05-20 08:58:13,220.181.122.181,user1,Failed,China,Login,Linux,Low,1,8,0,0,0,Normal event,0
2026-05-20 09:04:36,103.21.155.64,asmith,Success,India,File Access,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:05:14,220.181.49.189,jdoe,Success,China,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:06:31,192.168.1.8,asmith,Success,United States,File Access,Android,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:07:04,104.244.178.219,bjones,Success,United States,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:10:09,220.181.41.165,root,Failed,China,Login,MacOS,Low,1,9,0,0,0,Normal event,0
2026-05-20 09:10:55,198.50.71.184,asmith,Success,Canada,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:11:10,193.176.79.7,bjones,Success,Germany,File Access,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:11:12,80.128.222.205,asmith,Success,Germany,File Access,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:11:47,192.168.1.151,admin,Success,United States,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:12:15,185.220.184.95,jdoe,Success,Russia,Login,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:12:46,104.244.115.38,admin,Success,United States,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:12:57,80.128.40.116,db_admin,Success,Germany,Data Export,MacOS,Medium,0,9,0,0,0,Data Export by 'db_admin',0
2026-05-20 09:14:40,223.224.181.65,db_admin,Success,India,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:14:51,192.168.1.184,guest,Success,United States,File Access,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:15:58,46.112.89.38,guest,Success,Germany,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:18:38,177.85.33.158,bjones,Success,Brazil,Privilege Escalation,Android,High,0,9,0,0,0,Critical: Successful Privilege Escalation by user 'bjones',0
2026-05-20 09:19:22,223.224.48.245,root,Success,India,Port Scan,MacOS,Medium,0,9,0,0,0,Suspicious: Port scan activity detected,0
2026-05-20 09:20:15,223.224.97.133,user1,Success,India,Login,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:23:03,120.150.250.184,guest,Success,Australia,Login,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:26:03,45.79.36.200,user2,Success,United States,Login,MacOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:27:47,188.120.83.166,db_admin,Success,United Kingdom,Login,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:29:45,80.128.212.69,jdoe,Success,Germany,Login,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:35:27,120.150.54.162,clark,Success,Australia,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:35:57,192.168.1.174,clark,Success,United States,File Access,iOS,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:36:24,95.108.89.67,user2,Success,Russia,Data Export,MacOS,Medium,0,9,0,0,0,Data Export by 'user2',0
2026-05-20 09:38:01,103.21.88.67,guest,Success,India,Data Export,Linux,Medium,0,9,0,0,0,Data Export by 'guest',0
2026-05-20 09:38:06,104.244.198.14,user1,Success,United States,Data Export,Windows,Medium,0,9,0,0,0,Data Export by 'user1',0
2026-05-20 09:41:45,192.168.1.200,admin,Success,United States,Login,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:43:03,10.0.0.110,asmith,Success,United States,Login,Android,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:47:04,195.138.142.197,db_admin,Success,Ukraine,File Access,Linux,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:47:50,104.244.240.71,jdoe,Success,United States,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:48:42,200.140.252.60,guest,Success,Brazil,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:49:02,204.101.239.176,db_admin,Success,Canada,Login,Android,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:49:05,58.20.67.95,clark,Success,China,File Access,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:49:25,80.128.90.179,admin,Success,Germany,Data Export,Windows,Medium,0,9,0,0,0,Data Export by 'admin',0
2026-05-20 09:49:37,10.0.0.78,clark,Success,United States,Login,Windows,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:56:20,10.0.0.77,guest,Success,United States,Login,Android,Low,0,9,0,0,0,Normal event,0
2026-05-20 09:56:53,223.224.246.126,jdoe,Failed,India,Login,Android,Low,1,9,0,0,0,Normal event,0
2026-05-20 09:58:39,80.128.217.66,guest,Success,Germany,Login,Android,Low,0,9,0,0,0,Normal event,0
2026-05-20 10:00:42,82.165.124.52,guest,Success,United Kingdom,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:01:04,103.21.133.108,user2,Success,India,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:02:00,195.138.221.25,admin,Success,Ukraine,File Access,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:03:48,104.244.180.236,clark,Success,United States,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:04:04,10.0.0.236,db_admin,Success,United States,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:04:06,115.112.214.84,user2,Success,India,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:06:08,185.220.160.130,admin,Failed,Russia,Login,Linux,Low,1,10,0,0,0,Normal event,0
2026-05-20 10:07:23,192.168.1.13,jdoe,Failed,United States,Login,Windows,Low,1,10,0,0,0,Normal event,0
2026-05-20 10:07:36,200.140.102.10,user1,Success,Brazil,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:08:32,192.168.1.90,jdoe,Success,United States,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:09:03,45.79.27.136,asmith,Success,United States,File Access,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:10:34,104.244.63.63,user1,Success,United States,File Access,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:12:28,204.101.125.240,user2,Success,Canada,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:15:29,80.128.109.41,bjones,Success,Germany,File Access,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:16:41,103.21.138.82,asmith,Success,India,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:17:17,10.0.0.10,user1,Success,United States,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:18:58,115.112.35.137,guest,Success,India,File Access,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:20:04,10.0.0.179,jdoe,Success,United States,Login,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:20:40,223.224.254.189,db_admin,Success,India,Login,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:21:59,45.79.161.196,jdoe,Success,United States,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:22:13,10.0.0.134,guest,Success,United States,Data Export,Windows,Medium,0,10,0,0,0,Data Export by 'guest',0
2026-05-20 10:22:33,10.0.0.179,bjones,Success,United States,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:23:21,91.196.41.238,bjones,Success,Ukraine,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:24:07,115.112.65.110,root,Success,India,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:24:30,220.181.160.224,root,Success,China,Data Export,Windows,Medium,0,10,0,0,0,Data Export by 'root',0
2026-05-20 10:27:11,223.224.200.216,asmith,Success,India,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:28:13,192.168.1.29,admin,Success,United States,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:28:22,120.150.225.205,user2,Success,Australia,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:28:33,204.101.29.43,db_admin,Success,Canada,File Access,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:33:41,192.168.1.172,user1,Success,United States,Login,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:34:06,112.98.7.180,admin,Success,China,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:34:37,115.112.5.196,root,Success,India,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:34:52,101.160.46.26,guest,Success,Australia,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:35:02,204.101.151.100,clark,Success,Canada,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:35:32,188.120.176.55,jdoe,Success,United Kingdom,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:36:28,192.168.1.101,guest,Success,United States,Login,Windows,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:37:04,103.21.116.189,jdoe,Success,India,File Access,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:38:37,204.101.230.75,db_admin,Success,Canada,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:40:58,204.101.209.125,guest,Success,Canada,Login,iOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:41:02,46.112.83.49,db_admin,Success,Germany,File Access,Linux,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:42:15,200.140.145.198,jdoe,Success,Brazil,Privilege Escalation,Linux,High,0,10,0,0,0,Critical: Successful Privilege Escalation by user 'jdoe',0
2026-05-20 10:46:31,192.168.1.115,clark,Success,United States,File Access,Android,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:47:35,45.79.178.18,jdoe,Success,United States,File Access,MacOS,Low,0,10,0,0,0,Normal event,0
2026-05-20 10:47:59,45.79.85.226,guest,Success,United States,Login,Android,Low,0,10,0,0,0,Normal event,0
